sort,family_scientific,family_english,common_name,scientific_name,AM,AMR,E,EX,HIST,IO,MM,N,NR,NRR,OM,PM,PMR,RAR,RS,SO,VIO,VM,VN,VO,VP,VSO,VSA,water_bird,strict_water_bird,sort_1996,sort_2009,avibaseid,entry_checklist_of_kenya,note_2009,note_2019
1032,Sturnidae,Starlings,Magpie Starling,Speculipastor bicolor,,,,,,,,,,,,,,,,,,,,,,,,,,1126,837,avibase-D3390C6C,Magpie Starling Speculipastor bicolor,,
1033,Sturnidae,Starlings,Sharpe's Starling,Pholia sharpii,,,,,,,,,,,,,,,,,,,,,,,,,,1123,844,avibase-D6F2837E,Sharpe’s Starling Pholia sharpii,Called Cinnyricinclus sharpii in the 1996 list,
1034,Sturnidae,Starlings,Abbott’s Starling,Poeoptera femoralis ,,,,,,,,,,,,,,,,,,,,,,,,,,1122,834,avibase-1350773F,Abbott’s Starling Poeoptera femoralis ,PM; Near Threatened,
1035,Sturnidae,Starlings,Stuhlmann's Starling,Poeoptera stuhlmanni,,,,,,,,,,,,,,,,,,,,,,,,,,1100,842,avibase-AEC1B69C,Stuhlmann’s Starling Poeoptera stuhlmanni,,
1036,Sturnidae,Starlings,Kenrick's Starling,Poeoptera kenricki (race bensoni),,,TRUE,,,,,,,,,,,,,,,,,,,,,,,1101,843,avibase-295B9665,Kenrick’s Starling Poeoptera kenricki (race bensoni E),Poeoptera kenricki bensoni E,
1037,Sturnidae,Starlings,Greater Blue-eared Starling,Lamprotornis chalybaeus,,,,,,,,,,,,,,,,,,,,,,,,,,1111,822,avibase-7DDB347E,Greater Blue-eared Starling Lamprotornis chalybaeus,,
1038,Sturnidae,Starlings,Lesser Blue-eared Starling,Lamprotornis chloropterus,,,,,,,,,,,,,,,,,,,,,,,,,,1112,823,avibase-0AA15ACA,Lesser Blue-eared Starling Lamprotornis chloropterus,,
1039,Sturnidae,Starlings,Bronze-tailed Starling,Lamprotornis chalcurus,,,,,,,,,,,,,,,,,,,,,,,,,,1113,824,avibase-AEEED5D0,Bronze-tailed Starling Lamprotornis chalcurus,,
1040,Sturnidae,Starlings,Splendid Starling,Lamprotornis splendidus,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,1109,825,avibase-18B10CF9,Splendid Starling Lamprotornis splendidus am,,
1041,Sturnidae,Starlings,Purple Starling,Lamprotornis purpureus,,,,,,,,,,,,,,,,,,,,,,,,,,1110,826,avibase-6A0BA87A,Purple Starling Lamprotornis purpureus,,
1042,Sturnidae,Starlings,Rüppell's Starling,Lamprotornis purpuroptera,,,,,,,,,,,,,,,,,,,,,,,,,,1115,827,avibase-3BB2565D,Rüppell’s Starling Lamprotornis purpuroptera,Called Rüppell’s Long-tailed Starling L. purpuropterus in the 1996 list,
1043,Sturnidae,Starlings,Golden-breasted Starling,Lamprotornis regius,,,,,,,,,,,,,,,,,,,,,,,,,,1119,828,avibase-EE674721,Golden-breasted Starling Lamprotornis regius,Was Cosmopsarus regius in the 1996 list. Lamprotornis regius magnificus E,
1044,Sturnidae,Starlings,Superb Starling,Lamprotornis superbus,,,,,,,,,,,,,,,,,,,,,,,,,,1118,830,avibase-405CCAAE,Superb Starling Lamprotornis superbus,,
1045,Sturnidae,Starlings,Hildebrandt's Starling,Lamprotornis hildebrandti,,,,,,,,,,,,,,,,,,,,,,,,,,1116,831,avibase-621F6E07,Hildebrandt’s Starling Lamprotornis hildebrandti,,
1046,Sturnidae,Starlings,Shelley’s Starling,Lamprotornis shelleyi,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,1117,832,avibase-B24A13C7,Shelley’s Starling Lamprotornis shelleyi am,,
1047,Sturnidae,Starlings,Fischer's Starling,Lamprotornis fischeri,,,,,,,,,,,,,,,,,,,,,,,,,,1124,833,avibase-4FF4CAF8,Fischer’s Starling Lamprotornis fischeri,Was Spreo fischeri in the 1996 list,
1048,Sturnidae,Starlings,White-crowned Starling,Lamprotornis albicapillus (race horrensis),,,TRUE,,,,,,,,,,,,,,,,,,,,,,,1125,836,avibase-A77D4A77,White-crowned Starling Lamprotornis albicapillus (race horrensis E),,
1049,Sturnidae,Starlings,Violet-backed Starling,Cinnyricinclus leucogaster,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,1121,835,avibase-B1A3AF6C,Violet-backed Starling Cinnyricinclus leucogaster AM,,
1050,Sturnidae,Starlings,Black-bellied Starling,Notopholia corusca,,,,,,,,,,,,,,,,,,,,,,,,,,1108,829,avibase-40781028,Black-bellied Starling Notopholia corusca ,,
1051,Muscicapidae,"Scrub Robins, African Robins, Chats and Flycatchers",Bearded Scrub Robin,Cercotrichas quadrivirgata,,,,,,,,,,,,,,,,,,,,,,,,,,788,872,avibase-92908926,Bearded Scrub Robin Cercotrichas quadrivirgata,Called the Eastern Bearded Scrub Robin in the 1996 list,
