sort,family_scientific,family_english,common_name,scientific_name,AM,AMR,E,EX,HIST,IO,MM,N,NR,NRR,OM,PM,PMR,RAR,RS,SO,VIO,VM,VN,VO,VP,VSO,VSA,water_bird,strict_water_bird,sort_1996,sort_2009,avibaseid,entry_checklist_of_kenya,note_2009,note_2019
118,Caprimulgidae,Nightjars,Fiery-necked Nightjar,Caprimulgus pectoralis,,,,,,,,,,,,,,,,,,,,,,,,,,448,414,avibase-7E3578A2,Fiery-necked Nightjar Caprimulgus pectoralis,,
118.1,Caprimulgidae,Nightjars,Fiery-necked Nightjar,Caprimulgus pectoralis,,,,,,,,,,,,,,,,,,,,,,,,,,,,avibase-62ED1974,Fiery-necked Nightjar C. pectoralis,The taxonomy of this and the next species is complex and controversial. The race C. p. nigriscapularis is called the Black-shouldered Nightjar and is considered a separate species by some,
118.2,Caprimulgidae,Nightjars,Black-shouldered Nightjar,Caprimulgus (pectoralis) nigriscapularis,,,,,,,,,,,,,,,,,,,,,,,,,,,,avibase-AB8E1D95,,,
119,Caprimulgidae,Nightjars,Montane Nightjar,Caprimulgus poliocephalus,,,,,,,,,,,,,,,,,,,,,,,,,,449,415,avibase-FB96690D,Montane Nightjar Caprimulgus poliocephalus,,
120,Caprimulgidae,Nightjars,Swamp Nightjar,Caprimulgus natalensis,,,,,,,,,,,,,,,,,,,,,,,,,,455,416,avibase-52E6406E,Swamp Nightjar Caprimulgus natalensis,Called the African White-tailed Nightjar in the 1996 list,
121,Caprimulgidae,Nightjars,Plain Nightjar,Caprimulgus inornatus,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,454,417,avibase-7C3959D6,Plain Nightjar Caprimulgus inornatus AM,,
122,Caprimulgidae,Nightjars,Star-spotted Nightjar,Caprimulgus stellatus,,,,,,,,,,,,,,,,,,,,,,,,,,453,418,avibase-CE884D49,Star-spotted Nightjar Caprimulgus stellatus,,
123,Caprimulgidae,Nightjars,Freckled Nightjar,Caprimulgus tristigma,,,,,,,,,,,,,,,,,,,,,,,,,,452,419,avibase-E3C780D6,Freckled Nightjar Caprimulgus tristigma,,
124,Caprimulgidae,Nightjars,Long-tailed Nightjar,Caprimulgus climacurus,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,461,420,avibase-A20EA34D,Long-tailed Nightjar Caprimulgus climacurus am,,
125,Caprimulgidae,Nightjars,Slender-tailed Nightjar,Caprimulgus clarus,,,,,,,,,,,,,,,,,,,,,,,,,,460,421,avibase-54494BCE,Slender-tailed Nightjar Caprimulgus clarus,,
126,Caprimulgidae,Nightjars,Gabon Nightjar,Caprimulgus fossii,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,459,422,avibase-4FD242D0,Gabon (Mozambique/Square-tailed) Nightjar Caprimulgus fossii am,Called Square-tailed Nightjar or Mozambique Nightjar by some authors,
127,Caprimulgidae,Nightjars,Standard-winged Nightjar,Macrodipteryx longipennis,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,463,423,avibase-D36F4D98,Standard-winged Nightjar Macrodipteryx longipennis AM,,
128,Caprimulgidae,Nightjars,Pennant-winged Nightjar,Macrodipteryx vexillarius,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,462,424,avibase-A526534E,Pennant-winged Nightjar Macrodipteryx vexillarius AM,AM,
129,Apodidae,Swifts,Mottled Spinetail,Telacanthura ussheri,,,,,,,,,,,,,,,,,,,,,,,,,,467,427,avibase-8ACC245F,Mottled Spinetail Telacanthura ussheri,,
130,Apodidae,Swifts,Sabine’s Spinetail,Rhaphidura sabini,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,464,428,avibase-1E12D857,Sabine’s Spinetail Rhaphidura sabini Ex.,,
131,Apodidae,Swifts,Böhm's Spinetail,Neafrapus boehmi,,,,,,,,,,,,,,,,,,,,,,,,,,466,426,avibase-0D52DFC7,Böhm’s Spinetail Neafrapus boehmi,,
132,Apodidae,Swifts,Scarce Swift,Schoutedenapus myoptilus,,,,,,,,,,,,,,,,,,,,,,,,,,468,425,avibase-8439A6E7,Scarce Swift Schoutedenapus myoptilus,,
133,Apodidae,Swifts,African Palm Swift,Cypsiurus parvus,,,,,,,,,,,,,,,,,,,,,,,,,,469,429,avibase-DA106373,African Palm Swift Cypsiurus parvus,,
134,Apodidae,Swifts,Alpine Swift,Tachymarptis melba,,,,,,,,,,,,,,,,,,,,,,,,,,476,430,avibase-FA1CAD29,Alpine Swift Tachymarptis melba,This and the next species were included in Apus in the 1996 list. There is no evidence that Palaearctic birds reach Kenya,
135,Apodidae,Swifts,Mottled Swift,Tachymarptis aequatorialis,,,,,,,,,,,,,,,,,,,,,,,,,,475,431,avibase-91429F78,Mottled Swift Tachymarptis aequatorialis,,
136,Apodidae,Swifts,Common Swift,Apus apus,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,470,432,avibase-4E6EF3F9,Common Swift Apus apus PM,"PM, Called the Eurasian Swift in the 1996 list",
137,Apodidae,Swifts,Nyanza Swift,Apus niansae,,,,,,,,,,,,,,,,,,,,,,,,,,473,433,avibase-2103011F,Nyanza Swift Apus niansae,,
138,Apodidae,Swifts,African Black Swift,Apus barbatus,,,,,,,,,,,,,,,,,,,,,,,,,,471,434,avibase-DEE4829A,African Black Swift Apus barbatus,,
139,Apodidae,Swifts,Forbes-Watson’s Swift,Apus berliozi,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,474,435,avibase-45D3FD5A,Forbes-Watson’s Swift Apus berliozi AM,,
140,Apodidae,Swifts,Little Swift,Apus affinis,,,,,,,,,,,,,,,,,,,,,,,,,,479,436,avibase-D209A90C,Little Swift Apus affinis,,
141,Apodidae,Swifts,Horus Swift,Apus horus,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,478,437,avibase-FF79A533,Horus Swift Apus horus am,,
142,Apodidae,Swifts,White-rumped Swift,Apus caffer,,,,,,,,,,,,,,,,,,,,,,,,,,477,438,avibase-FA9F6019,White-rumped Swift Apus caffer,,
143,Rallidae,"Rails, Crakes and Gallinules",African Water Rail,Rallus caerulescens,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,217,203,avibase-5B443EDE,African Water Rail Rallus caerulescens,,
144,Rallidae,"Rails, Crakes and Gallinules",African Crake,Crex egregia,,TRUE,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,215,204,avibase-09A0F2EB,African Crake Crex egregia am,,
145,Rallidae,"Rails, Crakes and Gallinules",Corncrake,Crex crex,,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,TRUE,216,205,avibase-7E257242,Corncrake Crex crex PM,,
146,Rallidae,"Rails, Crakes and Gallinules",Black Crake,Zapornia flavirostra,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,222,206,avibase-148F0B01,Black Crake Zapornia flavirostra,,
147,Rallidae,"Rails, Crakes and Gallinules",Baillon’s Crake,Zapornia pusilla,,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,TRUE,TRUE,218,207,avibase-34D5B04D,Baillon’s Crake Zapornia pusilla am (pm),,
148,Rallidae,"Rails, Crakes and Gallinules",Spotted Crake,Porzana porzana,,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,TRUE,220,208,avibase-460708F9,Spotted Crake Porzana porzana PM,,
149,Rallidae,"Rails, Crakes and Gallinules",Striped Crake,Amaurornis marginalis,TRUE,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,221,209,avibase-13967506,Striped Crake Amaurornis marginalis AM,,
150,Rallidae,"Rails, Crakes and Gallinules",Purple Swamphen,Porphyrio porphyrio (race madagascariensis),,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,224,210,avibase-865C039E,Purple Swamphen Porphyrio porphyrio,,"Race recorded in Kenya is madagascariensis. Should madagascariensis be accepted as a separate species, English name will become African Swamphen"
151,Rallidae,"Rails, Crakes and Gallinules",Allen's Gallinule,Porphyrio alleni,,TRUE,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,223,211,avibase-53288666,Allen’s Gallinule Porphyrio alleni am,,
152,Rallidae,"Rails, Crakes and Gallinules",Common Moorhen,Gallinula chloropus,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,225,212,avibase-8F82FF8C,Common Moorhen Gallinula chloropus,,
153,Rallidae,"Rails, Crakes and Gallinules",Lesser Moorhen,Gallinula angulata,TRUE,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,226,213,avibase-A927C1AE,Lesser Moorhen Gallinula angulata AM,AM,
154,Rallidae,"Rails, Crakes and Gallinules",Red-knobbed Coot,Fulica cristata,,TRUE,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,227,214,avibase-53235FDC,Red-knobbed Coot Fulica cristata am,am,
155,Sarothruridae,Flufftails,White-spotted Flufftail,Sarothrura pulchra,,,,,,,,,,,,,,,,,,,,,,,,,,208,198,avibase-6EF64F69,White-spotted Flufftail Sarothrura pulchra,,
156,Sarothruridae,Flufftails,Buff-spotted Flufftail,Sarothrura elegans,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,209,199,avibase-E75BA92C,Buff-spotted Flufftail Sarothrura elegans,,
157,Sarothruridae,Flufftails,Red-chested Flufftail,Sarothrura rufa,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,210,200,avibase-10B56544,Red-chested Flufftail Sarothrura rufa,,
158,Sarothruridae,Flufftails,Streaky-breasted Flufftail,Sarothrura boehmi,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,212,201,avibase-EBA9F2C4,Streaky-breasted Flufftail Sarothrura boehmi AM,AM,
159,Sarothruridae,Flufftails,Striped Flufftail,Sarothrura affinis,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,213,202,avibase-D4A066EA,Striped Flufftail Sarothrura affinis,,
160,Heliornithidae,Finfoots,African Finfoot,Podica senegalensis,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,232,215,avibase-46DECAEE,African Finfoot Podica senegalensis,,
161,Gruidae,Cranes,Grey Crowned Crane,Balearica regulorum,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,230,216,avibase-D10CAC5D,Grey Crowned Crane Balearica regulorum ,,
162,Gruidae,Cranes,Black Crowned Crane,Balearica pavonina,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,231,217,avibase-31413BFF,Black Crowned Crane Balearica pavonina ,,
163,Gruidae,Cranes,Demoiselle Crane,Anthropoides virgo,,,,,TRUE,,,,,,,,,TRUE,,,,,,,TRUE,,,TRUE,TRUE,228,218,avibase-64DDD14D,Demoiselle Crane Grus virgo VP Hist. Rar.,,
164,Gruidae,Cranes,Common Crane,Grus grus,,,,,,,,,,,,,,TRUE,,,,,,,TRUE,,,TRUE,TRUE,229,219,avibase-99B8841E,Common Crane Grus grus VP Rar.,"PM, First Kenya record, one northeast of Eldoret on 2 October 1999 (EARC 2004); two seen and photographed by many people, January–February 2008, Lake Naivasha, but never published",
165,Burhinidae,Thick-knees,Stone-curlew,Burhinus oedicnemus,,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,TRUE,248,223,avibase-C7DB323E,Eurasian Thick-knee (Stone-curlew) Burhinus oedicnemus PM,"PM, Called the Eurasian Thick-knee in the 1996 list",
166,Burhinidae,Thick-knees,Senegal Thick-knee,Burhinus senegalensis,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,249,224,avibase-85DF723B,Senegal Thick-knee Burhinus senegalensis,,
167,Burhinidae,Thick-knees,Water Thick-knee,Burhinus vermiculatus,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,250,225,avibase-96CCAFEE,Water Thick-knee Burhinus vermiculatus,,
168,Burhinidae,Thick-knees,Spotted Thick-knee,Burhinus capensis,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,251,226,avibase-862F6F04,Spotted Thick-knee Burhinus capensis,,
169,Pluvianidae,Egyptian Plover,Egyptian Plover,Pluvianus aegyptius,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,252,289,avibase-1B28A4B6,Egyptian Plover Pluvianus aegyptius Rar.,,Formerly listed under Glareolidaw
170,Haematopodidae,Oystercatchers,Eurasian Oystercatcher,Haematopus ostralegus,,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,TRUE,245,227,avibase-ED663165,Eurasian Oystercatcher Haematopus ostralegus PM,,
171,Recurvirostridae,Stilts and Avocets,Black-winged Stilt,Himantopus himantopus,,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,TRUE,TRUE,247,229,avibase-3CAEB7CE,Black-winged Stilt Himantopus himantopus am (pm),,
172,Recurvirostridae,Stilts and Avocets,Pied Avocet,Recurvirostra avosetta,,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,TRUE,TRUE,246,230,avibase-C73ED2F5,Pied Avocet Recurvirostra avosetta am pm,am,
173,Charadriidae,Plovers and Lapwings,Pacific Golden Plover,Pluvialis fulva,,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,TRUE,274,241,avibase-07C11CF3,Pacific Golden Plover Pluvialis fulva PM,,
174,Charadriidae,Plovers and Lapwings,Grey Plover,Pluvialis squatarola,,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,TRUE,275,242,avibase-27903EF7,Grey Plover Pluvialis squatarola PM,,
175,Charadriidae,Plovers and Lapwings,Common Ringed Plover,Charadrius hiaticula,,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,TRUE,263,243,avibase-EDA37B7C,Common Ringed Plover Charadrius hiaticula PM,,
176,Charadriidae,Plovers and Lapwings,Little Ringed Plover,Charadrius dubius,,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,TRUE,264,244,avibase-35EC3BBF,Little Ringed Plover Charadrius dubius PM,PM,
177,Charadriidae,Plovers and Lapwings,Kittlitz’s Plover,Charadrius pecuarius,,TRUE,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,265,245,avibase-0F0DCC2F,Kittlitz’s Plover Charadrius pecuarius am,,
178,Charadriidae,Plovers and Lapwings,Three-banded Plover,Charadrius tricollaris,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,266,246,avibase-8DAF86A1,Three-banded Plover Charadrius tricollaris,,
179,Charadriidae,Plovers and Lapwings,White-fronted Plover,Charadrius marginatus,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,270,247,avibase-214B3533,White-fronted Plover Charadrius marginatus,,
180,Charadriidae,Plovers and Lapwings,Kentish Plover,Charadrius alexandrinus,,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,TRUE,269,248,avibase-AA4385A2,Kentish Plover Charadrius alexandrinus PM,,
181,Charadriidae,Plovers and Lapwings,Chestnut-banded Plover,Charadrius pallidus (race venustus),,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,268,249,avibase-61F0E581,Chestnut-banded Plover Charadrius pallidus ,,"Race in Kenya is venustus. Should venustus be accepted as a separate species, English name will become Magadi Plover"
182,Charadriidae,Plovers and Lapwings,Lesser Sand Plover,Charadrius mongolus,,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,TRUE,271,250,avibase-66DA1FB3,Lesser Sand Plover Charadrius mongolus PM,,
183,Charadriidae,Plovers and Lapwings,Greater Sand Plover,Charadrius leschenaultii,,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,TRUE,272,251,avibase-98B9C10B,Greater Sand Plover Charadrius leschenaultii PM,"PM, Called Greater Sandplover in the 1996 list",
184,Charadriidae,Plovers and Lapwings,Caspian Plover,Charadrius asiaticus,,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,TRUE,273,252,avibase-264D0351,Caspian Plover Charadrius asiaticus PM,,
185,Charadriidae,Plovers and Lapwings,Northern Lapwing,Vanellus vanellus,,,,,,,,,,TRUE,,,,TRUE,,,,,,,TRUE,,,TRUE,TRUE,276,231,avibase-F029489A,Northern Lapwing Vanellus vanellus VP NRR Rar.,,
186,Charadriidae,Plovers and Lapwings,Long-toed Plover,Vanellus crassirostris,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,277,232,avibase-F7D5320E,Long-toed Plover (Lapwing) Vanellus crassirostris,,
187,Charadriidae,Plovers and Lapwings,Blacksmith Plover,Vanellus armatus,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,278,233,avibase-2F23EDC6,Blacksmith Plover (Lapwing) Vanellus armatus,,
188,Charadriidae,Plovers and Lapwings,Spur-winged Plover,Vanellus spinosus,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,279,234,avibase-F5E92B22,Spur-winged Plover (Lapwing) Vanellus spinosus,,
189,Charadriidae,Plovers and Lapwings,Black-headed Plover,Vanellus tectus,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,280,235,avibase-D531B5D3,Black-headed Plover (Lapwing) Vanellus tectus,,
190,Charadriidae,Plovers and Lapwings,Senegal Plover,Vanellus lugubris,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,282,236,avibase-42D3918F,Senegal Plover (Lapwing) Vanellus lugubris,,
191,Charadriidae,Plovers and Lapwings,Black-winged Plover,Vanellus melanopterus,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,283,237,avibase-83D95620,Black-winged Plover (Lapwing) Vanellus melanopterus,,
192,Charadriidae,Plovers and Lapwings,Crowned Plover,Vanellus coronatus,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,284,238,avibase-D0FA8EBE,Crowned Plover (Lapwing) Vanellus coronatus,,
193,Charadriidae,Plovers and Lapwings,African Wattled Plover,Vanellus senegallus,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,285,239,avibase-074251A3,African Wattled Plover (Lapwing) Vanellus senegallus,,
194,Charadriidae,Plovers and Lapwings,Brown-chested Plover,Vanellus superciliosus,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,286,240,avibase-881C954D,Brown-chested Plover (Lapwing) Vanellus superciliosus ,,
195,Rostratulidae,Painted-snipes,Greater Painted-snipe,Rostratula benghalensis,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,243,253,avibase-7516E687,Greater Painted-snipe Rostratula benghalensis,,
196,Jacanidae,Jacanas,Lesser Jacana,Microparra capensis,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,242,254,avibase-29B03FAE,Lesser Jacana Microparra capensis,,
197,Jacanidae,Jacanas,African Jacana,Actophilornis africanus,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,241,255,avibase-D16D486D,African Jacana Actophilornis africanus,,
198,Scolopacidae,Sandpipers and Allies,Whimbrel,Numenius phaeopus,,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,TRUE,306,263,avibase-F9305BAA,Whimbrel Numenius phaeopus PM,,
199,Scolopacidae,Sandpipers and Allies,Eurasian Curlew,Numenius arquata,,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,TRUE,307,264,avibase-3BB5CBA6,Eurasian Curlew Numenius arquata PM,,
200,Scolopacidae,Sandpipers and Allies,Black-tailed Godwit,Limosa limosa,,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,TRUE,304,261,avibase-454B5CD5,Black-tailed Godwit Limosa limosa PM,,
201,Scolopacidae,Sandpipers and Allies,Bar-tailed Godwit,Limosa lapponica,,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,TRUE,305,262,avibase-9A684C99,Bar-tailed Godwit Limosa lapponica PM,,
202,Scolopacidae,Sandpipers and Allies,Ruddy Turnstone,Arenaria interpres,,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,TRUE,316,274,avibase-DC3050A9,Ruddy Turnstone Arenaria interpres PM,,
203,Scolopacidae,Sandpipers and Allies,Red Knot,Calidris canutus,,,,,,,,,,,,,,TRUE,,,,,,,TRUE,,,TRUE,TRUE,295,275,avibase-B5CE8FAD,Red Knot Calidris canutus VP Rar.,,
204,Scolopacidae,Sandpipers and Allies,Sanderling,Calidris alba,,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,TRUE,294,276,avibase-06B9BD24,Sanderling Calidris alba PM,,
205,Scolopacidae,Sandpipers and Allies,Red-necked Stint,Calidris ruficollis,,,,,,,,,,TRUE,,,,TRUE,,,,,,,TRUE,,,TRUE,TRUE,288,277,avibase-BBDF2F1B,Red-necked Stint Calidris ruficollis VP NRR Rar.,,
206,Scolopacidae,Sandpipers and Allies,Little Stint,Calidris minuta,,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,TRUE,287,278,avibase-9936FF4A,Little Stint Calidris minuta PM,,
207,Scolopacidae,Sandpipers and Allies,Temminck’s Stint,Calidris temminckii,,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,TRUE,289,279,avibase-5ACF7FB3,Temminck’s Stint Calidris temminckii PM,,
208,Scolopacidae,Sandpipers and Allies,Long-toed Stint,Calidris subminuta,,,,,,,,,,TRUE,,,,,,,,,,,TRUE,,,TRUE,TRUE,290,280,avibase-7D629288,Long-toed Stint Calidris subminuta VP NRR,,
209,Scolopacidae,Sandpipers and Allies,Pectoral Sandpiper,Calidris melanotos,,,,,,,,,,,,,,TRUE,,,,,TRUE,,TRUE,,,TRUE,TRUE,291,281,avibase-ACC99F35,Pectoral Sandpiper Calidris melanotos VP VN Rar.,,
210,Scolopacidae,Sandpipers and Allies,Curlew Sandpiper,Calidris ferruginea,,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,TRUE,293,282,avibase-143A681C,Curlew Sandpiper Calidris ferruginea PM,,
211,Scolopacidae,Sandpipers and Allies,Dunlin,Calidris alpina,,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,TRUE,292,283,avibase-15369E8E,Dunlin Calidris alpina PM,,
212,Scolopacidae,Sandpipers and Allies,Broad-billed Sandpiper,Calidris falcinellus,,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,TRUE,296,284,avibase-0A14882F,Broad-billed Sandpiper Calidris falcinellus PM,,
213,Scolopacidae,Sandpipers and Allies,Ruff,Calidris pugnax,,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,TRUE,298,286,avibase-2DABF98F,Ruff Calidris pugnax PM,,
214,Scolopacidae,Sandpipers and Allies,Buff-breasted Sandpiper,Calidris subruficollis,,,,,,,,,,TRUE,,,,TRUE,,,,,TRUE,,,,,TRUE,TRUE,297,285,avibase-3A3C62BC,Buff-breasted Sandpiper Calidris subruficollis VN NRR Rar.,,
215,Scolopacidae,Sandpipers and Allies,Jack Snipe,Lymnocryptes minimus,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,TRUE,TRUE,299,256,avibase-1A15F0C6,Jack Snipe Lymnocryptes minimus PM NRR ,,
216,Scolopacidae,Sandpipers and Allies,Pintail Snipe,Gallinago stenura,,,,,,,,,,TRUE,,,,TRUE,,,,,,,TRUE,,,TRUE,TRUE,303,257,avibase-EE61E2CA,Pin-tailed Snipe Gallinago stenura VP NRR Rar.,"PM, Three records, January 1969 Lake Naivasha, October–December 1981 near Mombasa and January 1982 Lake Naivasha",
217,Scolopacidae,Sandpipers and Allies,African Snipe,Gallinago nigripennis,,TRUE,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,301,258,avibase-831FC147,African Snipe Gallinago nigripennis am,,
218,Scolopacidae,Sandpipers and Allies,Great Snipe,Gallinago media,,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,TRUE,302,259,avibase-BCCD5840,Great Snipe Gallinago media PM,,
219,Scolopacidae,Sandpipers and Allies,Common Snipe,Gallinago gallinago,,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,TRUE,300,260,avibase-9151E0BA,Common Snipe Gallinago gallinago PM,,
220,Scolopacidae,Sandpipers and Allies,Terek Sandpiper,Xenus cinereus,,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,TRUE,315,271,avibase-6D5992EE,Terek Sandpiper Xenus cinereus PM,,
221,Scolopacidae,Sandpipers and Allies,Common Sandpiper,Actitis hypoleucos,,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,TRUE,314,272,avibase-8548B07E,Common Sandpiper Actitis hypoleucos PM,,
222,Scolopacidae,Sandpipers and Allies,Spotted Sandpiper,Actitis macularius,,,,,,,,,,TRUE,,,,TRUE,,,,,TRUE,,,,,TRUE,TRUE,315.5,273,avibase-0D88C072,Spotted Sandpiper Actitis macularius VN NRR Rar.,,
223,Scolopacidae,Sandpipers and Allies,Spotted Redshank,Tringa erythropus,,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,TRUE,308,265,avibase-0895DD84,Spotted Redshank Tringa erythropus PM,,
224,Scolopacidae,Sandpipers and Allies,Common Redshank,Tringa totanus,,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,TRUE,309,266,avibase-D6BFC73A,Common Redshank Tringa totanus PM,,
225,Scolopacidae,Sandpipers and Allies,Marsh Sandpiper,Tringa stagnatilis,,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,TRUE,310,267,avibase-15CF9352,Marsh Sandpiper Tringa stagnatilis PM,,
226,Scolopacidae,Sandpipers and Allies,Common Greenshank,Tringa nebularia,,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,TRUE,311,268,avibase-18B415D2,Common Greenshank Tringa nebularia PM,,
227,Scolopacidae,Sandpipers and Allies,Green Sandpiper,Tringa ochropus,,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,TRUE,312,269,avibase-A7B17EFC,Green Sandpiper Tringa ochropus PM,,
228,Scolopacidae,Sandpipers and Allies,Wood Sandpiper,Tringa glareola,,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,TRUE,313,270,avibase-8E67DC5F,Wood Sandpiper Tringa glareola PM,,
229,Scolopacidae,Sandpipers and Allies,Red-necked Phalarope,Phalaropus lobatus,,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,TRUE,317,287,avibase-E6F3BA54,Red-necked Phalarope Phalaropus lobatus PM,PM,
230,Scolopacidae,Sandpipers and Allies,Grey Phalarope,Phalaropus fulicarius,,,,,,,,,,TRUE,,,,TRUE,,,,,,,TRUE,,,TRUE,TRUE,318,288,avibase-18A19380,Grey Phalarope Phalaropus fulicarius VP NRR Rar.,,
231,Turnicidae,Buttonquails and Quail-plover,Common Buttonquail,Turnix sylvaticus,,,,,,,,,,,,,,,,,,,,,,,,,,206,216,avibase-0DA8BB90,Common Buttonquail Turnix sylvaticus,Called Common Button-quail in the 1996 list,
232,Turnicidae,Buttonquails and Quail-plover,Black-rumped Buttonquail,Turnix hottentottus,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,207,217,avibase-0874B4D5,Black-rumped Buttonquail Turnix hottentottus Hist.,"Only three confirmed records since 1955: February 1958, August–November 1988 and October 1993, all in the Kitale area. In the 1996 list was called Turnix hottentotta, gender changed now following David & Gosselin (2002b), and the English name was Black-rumped Button-quail Gosselin (2002b), and the English name was Black-rumped Button-quail",
233,Turnicidae,Buttonquails and Quail-plover,Quail-plover,Ortyxelos meiffrenii,,,,,,,,,,,,,,,,,,,,,,,,,,205,218,avibase-B605A049,Quail-plover Ortyxelos meiffrenii,,
234,Dromadidae,Crab-plover,Crab-plover,Dromas ardeola,TRUE,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,avibase-C3E33FEB,Crab-plover Dromas ardeola AM,AM,
235,Glareolidae,Coursers and Pratincoles,Cream-coloured Courser,Cursorius cursor,,,,,,,,,,TRUE,,,,TRUE,,,,,,,TRUE,,,,TRUE,256,290,avibase-DE0A72A7,Cream-coloured Courser Cursorius cursor VP NRR Rar.,,
