ID,Sequence,SAFRING_No,avibase_id,ADU_No,Odr,Family,Genus,Species,Common_family,Common_group,Common_species,Split status,UO comment,BL comment,,
802,603,199,avibase-09A0F2EB,212,Gruiformes,Rallidae,Crex,egregia,,Crake,African,,,,,
41,597,200,avibase-13967506,216,Gruiformes,Rallidae,Aenigmatolimnas,marginalis,,Crake,Striped,,,,,
2003,616,201,avibase-460708F9,214,Gruiformes,Rallidae,Porzana,porzana,"Rails, Crakes and Coots",Crake,Spotted,,,,,
2551,617,202,avibase-8DB143EB,215,Gruiformes,Rallidae,Zaporina,pusilla,,Crake,Baillon's,,,,,
2550,598,203,avibase-148F0B01,213,Gruiformes,Rallidae,Zaporina,flavirostra,,Crake,Black,,,,,
2177,623,204,avibase-534D524C,222,Gruiformes,Rallidae,Sarothrura,ayresi,"Rails, Crakes and Coots",Flufftail,White-winged,,,,,
2183,629,205,avibase-10B56544,217,Gruiformes,Rallidae,Sarothrura,rufa,"Rails, Crakes and Coots",Flufftail,Red-chested,,,,,
2179,625,206,avibase-E75BA92C,218,Gruiformes,Rallidae,Sarothrura,elegans,"Rails, Crakes and Coots",Flufftail,Buff-spotted,,,,,
2176,622,207,avibase-D4A066EA,221,Gruiformes,Rallidae,Sarothrura,affinis,"Rails, Crakes and Coots",Flufftail,Striped,,,,,
2000,613,208,avibase-865C039E,223,Gruiformes,Rallidae,Porphyrio,madagascariensis,,Swamphen,African,,,,,
1999,614,209,avibase-53288666,224,Gruiformes,Rallidae,Porphyrio,alleni,"Rails, Crakes and Coots",Gallinule,Allen's,,,,,
1113,609,210,avibase-8F82FF8C,226,Gruiformes,Rallidae,Gallinula,chloropus,"Rails, Crakes and Coots",Moorhen,Common,,,,,
1749,608,211,avibase-A927C1AE,227,Gruiformes,Rallidae,Paragallinula,angulata,"Rails, Crakes and Coots",Moorhen,Lesser,,,,,
1100,607,212,avibase-53235FDC,228,Gruiformes,Rallidae,Fulica,cristata,"Rails, Crakes and Coots",Coot,Red-knobbed,,,,,
1964,596,213,avibase-46DECAEE,229,Gruiformes,Heliornithidae,Podica,senegalensis,Finfoots,Finfoot,African,,,,,
283,592,214,avibase-D10CAC5D,209,Gruiformes,Gruidae,Balearica,regulorum,Cranes,Crane,Grey Crowned,,,,,
1150,593,215,avibase-38963CAC,207,Gruiformes,Gruidae,Grus,carunculata,Cranes,Crane,Wattled,,,,,
1152,590,216,avibase-361AC269,208,Gruiformes,Gruidae,Grus,paradisea,Cranes,Crane,Blue,,,,,
244,570,217,avibase-4FC41CA0,230,Gruiformes,Otididae,Ardeotis,kori,Bustards,Bustard,Kori,,,,,
1628,586,218,avibase-FB9132DC,232,Gruiformes,Otididae,Neotis,ludwigii,Bustards,Bustard,Ludwig's,,,,,
1626,584,219,avibase-4FDBC0CB,231,Gruiformes,Otididae,Neotis,denhami,Bustards,Bustard,Denham's,,,,,
1036,583,220,avibase-199B6280,235,Gruiformes,Otididae,Eupodotis,vigorsii,,Korhaan,Karoo,,,,,
1034,580,221,avibase-303DD648,236,Gruiformes,Otididae,Eupodotis,rueppelii,,Korhaan,Rüppell's,,,,,
1035,582,222,avibase-3B287014,233,Gruiformes,Otididae,Eupodotis,senegalensis,Bustards,Bustard,White-bellied,,,,,
1032,576,223,avibase-501B3D62,234,Gruiformes,Otididae,Eupodotis,caerulescens,Bustards,Korhaan,Blue,,,,,
1408,581,224,avibase-02BE4F8A,237,Gruiformes,Otididae,Lophotis,ruficrista,Bustards,Korhaan,Red-crested,,,,,
1388,579,227,avibase-562F4456,238,Gruiformes,Otididae,Lissotis,melanogaster,Bustards,Bustard,Black-bellied,,,,,
38,696,228,avibase-D16D486D,240,Charadriiformes,Jacanidae,Actophilornis,africanus,Jacanas,Jacana,African,,,,,
1533,698,229,avibase-29B03FAE,241,Charadriiformes,Jacanidae,Microparra,capensis,Jacanas,Jacana,Lesser,,,,,
2168,695,230,avibase-7516E687,242,Charadriiformes,Rostratulidae,Rostratula,benghalensis,Painted-snipes,Painted-snipe,Greater,,,,,
1170,720,231,avibase-C078081E,244,Charadriiformes,Haematopodidae,Haematopus,moquini,Oystercatchers,Oystercatcher,African,,,,,
245,650,232,avibase-DC3050A9,262,Charadriiformes,Scolopacidae,Arenaria,interpres,"Sandpipers, Snipes",Turnstone,Ruddy,,,,,
543,709,233,avibase-EDA37B7C,245,Charadriiformes,Charadriidae,Charadrius,hiaticula,Plovers,Plover,Common Ringed,,,,,
546,712,234,avibase-66DA1FB3,250,Charadriiformes,Charadriidae,Charadrius,mongolus,Plovers,Plover,Siberian Sand,,,,,
545,711,235,avibase-214B3533,246,Charadriiformes,Charadriidae,Anarhynchus,marginatus,Plovers,Plover,White-fronted,,"Anarhynchus marginatus, new Genus",,,
548,713,236,avibase-61F0E581,247,Charadriiformes,Charadriidae,Anarhynchus,pallidus,Plovers,Plover,Chestnut-banded,,"Anarhynchus pallidus, new Genus",,,
549,714,237,avibase-0F0DCC2F,248,Charadriiformes,Charadriidae,Anarhynchus,pecuarius,Plovers,Plover,Kittlitz's,,"Anarhynchus pecuarius, new Genus",,,
552,717,238,avibase-8DAF86A1,249,Charadriiformes,Charadriidae,Anarhynchus,tricollaris,Plovers,Plover,Three-banded,,"Thinornis tricollaris, new Genus",,,
544,710,239,avibase-98B9C10B,251,Charadriiformes,Charadriidae,Anarhynchus,leschenaultii,Plovers,Plover,Greater Sand,,"Anarhynchus leschenaultii, new Genus",,,
540,706,240,avibase-264D0351,252,Charadriiformes,Charadriidae,Anarhynchus,asiaticus,Plovers,Plover,Caspian,,"Anarhynchus asiaticus, new Genus",,,
1962,726,241,avibase-27903EF7,254,Charadriiformes,Charadriidae,Pluvialis,squatarola,Plovers,Plover,Grey,,,,,
2510,730,242,avibase-D0FA8EBE,255,Charadriiformes,Charadriidae,Vanellus,coronatus,Plovers,Lapwing,Crowned,,,,,
2516,736,243,avibase-83D95620,257,Charadriiformes,Charadriidae,Vanellus,melanopterus,Plovers,Lapwing,Black-winged,,,,,
2514,734,244,avibase-42D3918F,256,Charadriiformes,Charadriidae,Vanellus,lugubris,Plovers,Lapwing,Senegal,,,,,
2509,729,245,avibase-2F23EDC6,258,Charadriiformes,Charadriidae,Vanellus,armatus,Plovers,Lapwing,Blacksmith,,,,,
2508,728,246,avibase-C4EC6263,259,Charadriiformes,Charadriidae,Vanellus,albiceps,Plovers,Lapwing,White-crowned,,,,,
2517,737,247,avibase-074251A3,260,Charadriiformes,Charadriidae,Vanellus,senegallus,Plovers,Lapwing,African Wattled,,,,,
2511,731,248,avibase-F7D5320E,261,Charadriiformes,Charadriidae,Vanellus,crassirostris,Plovers,Lapwing,Long-toed,,,,,
1110,667,249,avibase-BCCD5840,285,Charadriiformes,Scolopacidae,Gallinago,media,"Sandpipers, Snipes",Snipe,Great,,,,,
1111,668,250,avibase-831FC147,286,Charadriiformes,Scolopacidae,Gallinago,nigripennis,"Sandpipers, Snipes",Snipe,African,,,,,
408,655,251,avibase-143A681C,272,Charadriiformes,Scolopacidae,Calidris,ferruginea,"Sandpipers, Snipes",Sandpiper,Curlew,,,,,
405,653,252,avibase-1F1AD154,278,Charadriiformes,Scolopacidae,Calidris,bairdii,"Sandpipers, Snipes",Sandpiper,Baird's,,,,,
412,659,253,avibase-9936FF4A,274,Charadriiformes,Scolopacidae,Calidris,minuta,"Sandpipers, Snipes",Stint,Little,,,,,
406,654,254,avibase-B5CE8FAD,271,Charadriiformes,Scolopacidae,Calidris,canutus,"Sandpipers, Snipes",Knot,Red,,,,,
403,651,255,avibase-06B9BD24,281,Charadriiformes,Scolopacidae,Calidris,alba,"Sandpipers, Snipes",,Sanderling,,,,,
413,681,256,avibase-2DABF98F,284,Charadriiformes,Scolopacidae,Calidris,pugnax,,,Ruff,,,,,
2549,694,257,avibase-6D5992EE,263,Charadriiformes,Scolopacidae,Xenus,cinereus,"Sandpipers, Snipes",Sandpiper,Terek,,,,,
36,648,258,avibase-8548B07E,264,Charadriiformes,Scolopacidae,Actitis,hypoleucos,"Sandpipers, Snipes",Sandpiper,Common,,,,,
2435,689,259,avibase-A7B17EFC,265,Charadriiformes,Scolopacidae,Tringa,ochropus,"Sandpipers, Snipes",Sandpiper,Green,,,,,
2430,684,260,avibase-0895DD84,267,Charadriiformes,Scolopacidae,Tringa,erythropus,"Sandpipers, Snipes",Redshank,Spotted,,,,,
2438,692,261,avibase-D6BFC73A,268,Charadriiformes,Scolopacidae,Tringa,totanus,"Sandpipers, Snipes",Redshank,Common,,,,,
2437,691,262,avibase-15CF9352,269,Charadriiformes,Scolopacidae,Tringa,stagnatilis,"Sandpipers, Snipes",Sandpiper,Marsh,,,,,
2434,688,263,avibase-18B415D2,270,Charadriiformes,Scolopacidae,Tringa,nebularia,"Sandpipers, Snipes",Greenshank,Common,,,,,
2432,686,264,avibase-8E67DC5F,266,Charadriiformes,Scolopacidae,Tringa,glareola,"Sandpipers, Snipes",Sandpiper,Wood,,,,,
1382,674,265,avibase-454B5CD5,287,Charadriiformes,Scolopacidae,Limosa,limosa,"Sandpipers, Snipes",Godwit,Black-tailed,,,,,
1381,673,266,avibase-9A684C99,288,Charadriiformes,Scolopacidae,Limosa,lapponica,"Sandpipers, Snipes",Godwit,Bar-tailed,,,,,
1658,676,267,avibase-3BB5CBA6,289,Charadriiformes,Scolopacidae,Numenius,arquata,"Sandpipers, Snipes",Curlew,Eurasian,,,,,
1660,677,268,avibase-082F3A63,290,Charadriiformes,Scolopacidae,Numenius,phaeopus,"Sandpipers, Snipes",Whimbrel,Eurasian,,,,,
2149,727,269,avibase-C73ED2F5,294,Charadriiformes,Recurvirostridae,Recurvirostra,avosetta,"Stilts, Avocets",Avocet,Pied,,,,,
1196,722,270,avibase-3CAEB7CE,295,Charadriiformes,Recurvirostridae,Himantopus,himantopus,"Stilts, Avocets",Stilt,Black-winged,,,,,
1804,679,271,avibase-18A19380,291,Charadriiformes,Scolopacidae,Phalaropus,fulicarius,,Phalarope,Red,,,,,
1805,680,272,avibase-E6F3BA54,292,Charadriiformes,Scolopacidae,Phalaropus,lobatus,"Sandpipers, Snipes",Phalarope,Red-necked,,,,,
922,746,273,avibase-C3E33FEB,296,Charadriiformes,Dromadidae,Dromas,ardeola,Crab-plover,,Crab-plover,,,,,
361,704,274,avibase-96CCAFEE,298,Charadriiformes,Burhinidae,Burhinus,vermiculatus,"Stone-curlews, Thick-knees",Thick-knee,Water,,,,,
358,701,275,avibase-862F6F04,297,Charadriiformes,Burhinidae,Burhinus,capensis,"Stone-curlews, Thick-knees",Thick-knee,Spotted,,,,,
866,743,276,avibase-5FBB9662,299,Charadriiformes,Glareolidae,Cursorius,rufus,"Coursers, Pratincoles",Courser,Burchell's,,,,,
868,745,277,avibase-7A841F83,300,Charadriiformes,Glareolidae,Cursorius,temminckii,"Coursers, Pratincoles",Courser,Temminck's,,,,,
2157,754,278,avibase-C130193B,301,Charadriiformes,Glareolidae,Rhinoptilus,africanus,"Coursers, Pratincoles",Courser,Double-banded,,,,,
2159,756,279,avibase-29D50ED5,302,Charadriiformes,Glareolidae,Rhinoptilus,cinctus,"Coursers, Pratincoles",Courser,Three-banded,,,,,
2158,755,280,avibase-F5145338,303,Charadriiformes,Glareolidae,Rhinoptilus,chalcopterus,"Coursers, Pratincoles",Courser,Bronze-winged,,,,,
1139,752,281,avibase-D56ABB4E,304,Charadriiformes,Glareolidae,Glareola,pratincola,"Coursers, Pratincoles",Pratincole,Collared,,,,,
1136,749,282,avibase-E1F6A875,305,Charadriiformes,Glareolidae,Glareola,nordmanni,"Coursers, Pratincoles",Pratincole,Black-winged,,,,,
1137,750,283,avibase-95820ED1,306,Charadriiformes,Glareolidae,Glareola,nuchalis,"Coursers, Pratincoles",Pratincole,Rock,,,,,
2259,797,284,avibase-39086887,307,Charadriiformes,Laridae,Stercorarius,parasiticus,Skuas,Jaeger,Parasitic,,,,,
2260,798,285,avibase-7CB8F5B7,309,Charadriiformes,Laridae,Stercorarius,pomarinus,Skuas,Jaeger,Pomarine,,,,,
2256,762,286,avibase-4D5D2BC3,310,Charadriiformes,Laridae,Stercorarius,antarcticus,Skuas,Skua,Subantarctic,,,,,
1364,779,287,avibase-E6536E4E,312,Charadriiformes,Laridae,Larus,dominicanus,"Gulls, Terns and Skimmers",Gull,Kelp,,,,,
578,777,288,avibase-6EB497FA,315,Charadriiformes,Laridae,Chroicocephalus,cirrocephalus,"Gulls, Terns and Skimmers",Gull,Grey-headed,,,,,
580,783,289,avibase-5941F453,316,Charadriiformes,Laridae,Chroicocephalus,hartlaubii,"Gulls, Terns and Skimmers",Gull,Hartlaub's,,,,,
1221,804,290,avibase-BC06BC0D,322,Charadriiformes,Laridae,Hydroprogne,caspia,,Tern,Caspian,,,,,
2264,807,291,avibase-4D2FF6F1,327,Charadriiformes,Laridae,Sterna,hirundo,"Gulls, Terns and Skimmers",Tern,Common,,,,,
2269,817,292,avibase-E9C409B5,329,Charadriiformes,Laridae,Sterna,vittata,"Gulls, Terns and Skimmers",Tern,Antarctic,,,,,
2263,805,293,avibase-74236837,330,Charadriiformes,Laridae,Sterna,dougallii,"Gulls, Terns and Skimmers",Tern,Roseate,,,,,
2265,811,294,avibase-BDC5CF80,328,Charadriiformes,Laridae,Sterna,paradisaea,"Gulls, Terns and Skimmers",Tern,Arctic,,,,,
1704,806,295,avibase-3E7F825D,332,Charadriiformes,Laridae,Onychoprion,fuscatus,,Tern,Sooty,,,,,
2389,813,296,avibase-04B49AE7,326,Charadriiformes,Laridae,Thalasseus,sandvicensis,,Tern,Sandwich,,,,,
2385,802,297,avibase-D01CDECD,325,Charadriiformes,Laridae,Thalasseus,bengalensis,,Tern,Lesser Crested,,,,,
2386,803,298,avibase-526978C4,324,Charadriiformes,Laridae,Thalasseus,bergii,,Tern,Greater Crested,,,,,
2271,799,299,avibase-17310BF0,335,Charadriiformes,Laridae,Sternula,albifrons,,Tern,Little,,,,,
2272,801,300,avibase-9F9A13D8,334,Charadriiformes,Laridae,Sternula,balaenarum,,Tern,Damara,,,,,
125,759,301,avibase-C67DCF31,0,Charadriiformes,Laridae,Anous,minutus,"Gulls, Terns and Skimmers",Noddy,Black,,,,,
1156,769,302,avibase-05C7074B,0,Charadriiformes,Laridae,Gygis,alba,"Gulls, Terns and Skimmers",Tern,White,,,,,
126,760,303,avibase-A070171E,340,Charadriiformes,Laridae,Anous,stolidus,"Gulls, Terns and Skimmers",Noddy,Brown,,,,,
562,766,304,avibase-43CAAEE3,339,Charadriiformes,Laridae,Chlidonias,leucopterus,"Gulls, Terns and Skimmers",Tern,White-winged,,,,,
561,765,305,avibase-7AB4E42B,338,Charadriiformes,Laridae,Chlidonias,hybrida,"Gulls, Terns and Skimmers",Tern,Whiskered,,,,,
2171,795,306,avibase-907B1140,343,Charadriiformes,Laridae,Rynchops,flavirostris,"Gulls, Terns and Skimmers",Skimmer,African,,,,,
2083,642,307,avibase-AAEF597A,344,Charadriiformes,Pteroclidae,Pterocles,namaqua,Sandgrouse,Sandgrouse,Namaqua,,,,,
2077,636,308,avibase-176A4101,345,Charadriiformes,Pteroclidae,Pterocles,burchelli,Sandgrouse,Sandgrouse,Burchell's,,,,,
2081,640,309,avibase-8B6EA5FA,346,Charadriiformes,Pteroclidae,Pterocles,gutturalis,Sandgrouse,Sandgrouse,Yellow-throated,,,,,
2076,635,310,avibase-54059277,347,Charadriiformes,Pteroclidae,Pterocles,bicinctus,Sandgrouse,Sandgrouse,Double-banded,,,,,
726,530,311,avibase-A6EA9F02,349,Columbiformes,Columbidae,Columba,guinea,"Pigeons, Doves",Pigeon,Speckled,,,,,
724,528,312,avibase-EEDB8253,350,Columbiformes,Columbidae,Columba,arquatrix,"Pigeons, Doves",Pigeon,African Olive,,,,,
725,529,313,avibase-870E4DDA,351,Columbiformes,Columbidae,Columba,delegorguei,"Pigeons, Doves",Pigeon,Eastern Bronze-naped,,,,,
2284,553,314,avibase-9888B3AE,352,Columbiformes,Columbidae,Streptopelia,semitorquata,"Pigeons, Doves",Dove,Red-eyed,,,,,
2279,547,315,avibase-70BD722B,353,Columbiformes,Columbidae,Streptopelia,decipiens,"Pigeons, Doves",Dove,Mourning Collared,,,,,
2277,545,316,avibase-AB937AEB,354,Columbiformes,Columbidae,Streptopelia,capicola,"Pigeons, Doves",Dove,Ring-necked,,,,,
2237,554,317,avibase-B2D6AB06,355,Columbiformes,Columbidae,Spilopelia,senegalensis,,Dove,Laughing,,,,,
1669,544,318,avibase-DDC2CC92,356,Columbiformes,Columbidae,Oena,capensis,"Pigeons, Doves",Dove,Namaqua,,,,,
2486,566,319,avibase-7308278F,359,Columbiformes,Columbidae,Turtur,tympanistria,"Pigeons, Doves",Dove,Tambourine,,,,,
2483,563,320,avibase-23D5FC36,357,Columbiformes,Columbidae,Turtur,afer,"Pigeons, Doves",Wood-Dove,Blue-spotted,,,,,
2485,565,321,avibase-BDF442F2,358,Columbiformes,Columbidae,Turtur,chalcospilos,"Pigeons, Doves",Wood-Dove,Emerald-spotted,,,,,
728,525,322,avibase-EE40DDB6,360,Columbiformes,Columbidae,Columba,larvata,"Pigeons, Doves",Dove,Lemon,,,,,
2419,558,323,avibase-00146574,361,Columbiformes,Columbidae,Treron,calvus,"Pigeons, Doves",Pigeon,African Green,,,,,
1638,534,324,avibase-469B7EC8,0,Columbiformes,Columbidae,Nesoenas,mayeri,,Pigeon,Pink,,,,,
1989,385,327,avibase-0ECD9D58,364,Psittaciformes,Psittacidae,Poicephalus,meyeri,African & New World Parrots,Parrot,Meyer's,,,,,
1985,381,328,avibase-4A039821,363,Psittaciformes,Psittacidae,Poicephalus,cryptoxanthus,African & New World Parrots,Parrot,Brown-headed,,,,,
1991,387,329,avibase-E37F25F7,365,Psittaciformes,Psittacidae,Poicephalus,rueppellii,African & New World Parrots,Parrot,Rüppell's,,,,,
55,373,330,avibase-31C03CB8,367,Psittaciformes,Psittacidae,Agapornis,roseicollis,African & New World Parrots,Lovebird,Rosy-faced,,,,,
52,367,331,avibase-DAB4D2A2,369,Psittaciformes,Psittacidae,Agapornis,nigrigenis,African & New World Parrots,Lovebird,Black-cheeked,,,,,
51,370,332,avibase-3EBFC893,368,Psittaciformes,Psittacidae,Agapornis,lilianae,African & New World Parrots,Lovebird,Lilian's,,,,,
1115,430,337,avibase-76E45A19,371,Musophagiformes,Musophagidae,Gallirex,porphyreolophus,Turacos,Turaco,Purple-crested,,,,,
2352,435,338,avibase-22952180,950,Musophagiformes,Musophagidae,Tauraco,schalowi,Turacos,Turaco,Schalow's,,,,,
803,425,339,avibase-DEBCA587,373,Musophagiformes,Musophagidae,Crinifer,concolor,Turacos,Go-away-bird,Grey,,,,,
856,349,340,avibase-B3D2C3C5,374,Cuculiformes,Cuculidae,Cuculus,canorus,Cuckoos,Cuckoo,Common,,,,,
858,351,341,avibase-66931B3F,375,Cuculiformes,Cuculidae,Cuculus,gularis,Cuckoos,Cuckoo,African,,,,,
861,354,343,avibase-26A34DA5,377,Cuculiformes,Cuculidae,Cuculus,solitarius,Cuckoos,Cuckoo,Red-chested,,,,,
857,350,344,avibase-EDB84334,378,Cuculiformes,Cuculidae,Cuculus,clamosus,Cuckoos,Cuckoo,Black,,,,,
1739,355,345,avibase-2AD52363,383,Cuculiformes,Cuculidae,Pachycoccyx,audeberti,Cuckoos,Cuckoo,Thick-billed,,,,,
706,338,346,avibase-3D67C56A,380,Cuculiformes,Cuculidae,Clamator,glandarius,Cuckoos,Cuckoo,Great Spotted,,,,,
708,337,347,avibase-3C8C3A31,381,Cuculiformes,Cuculidae,Clamator,levaillantii,Cuckoos,Cuckoo,Levaillant's,,,,,
707,336,348,avibase-BF0A0954,382,Cuculiformes,Cuculidae,Clamator,jacobinus,Cuckoos,Cuckoo,Jacobin,,,,,
583,333,350,avibase-1B309CB5,384,Cuculiformes,Cuculidae,Chrysococcyx,cupreus,Cuckoos,Cuckoo,African Emerald,,,,,
585,335,351,avibase-1FACD210,385,Cuculiformes,Cuculidae,Chrysococcyx,klaas,Cuckoos,Cuckoo,Klaas's,,,,,
582,332,352,avibase-0482FA7E,386,Cuculiformes,Cuculidae,Chrysococcyx,caprius,Cuckoos,Cuckoo,Diederik,,,,,
495,360,353,avibase-DB09507D,388,Cuculiformes,Centropodidae,Centropus,grillii,Cuckoos,Coucal,Black,,,,,
494,359,354,avibase-DD7B1DD7,389,Cuculiformes,Centropodidae,Centropus,cupreicaudus,Cuckoos,Coucal,Coppery-tailed,,,,,
498,363,355,avibase-4A83155B,390,Cuculiformes,Centropodidae,Centropus,senegalensis,Cuckoos,Coucal,Senegal,,,,,
472,513,357,avibase-FB96690D,0,Strigiformes,Caprimulgidae,Caprimulgus,poliocephalus,Nightjars,Nightjar,Montane,,,,,
526,330,358,avibase-3A46A20C,387,Cuculiformes,Cuculidae,Ceuthmochares,australis,Cuckoos,Malkoha,Green,,,,,
2488,447,359,avibase-CFD6F275,392,Strigiformes,Tytonidae,Tyto,alba,Barn Owls,Owl,Western Barn ,,,,,
2489,448,360,avibase-B21A37E7,393,Strigiformes,Tytonidae,Tyto,capensis,Barn Owls,Owl,African Grass ,,,,,
262,452,361,avibase-83E21A84,395,Strigiformes,Strigidae,Asio,capensis,Owls,Owl,Marsh,,,,,
2289,493,362,avibase-2E6575A8,394,Strigiformes,Strigidae,Strix,woodfordii,Owls,Owl,African Wood ,,,,,
1734,474,363,avibase-AE130644,396,Strigiformes,Strigidae,Otus,senegalensis,Owls,Scops Owl,African,,,,,
2103,486,364,avibase-023D6E38,397,Strigiformes,Strigidae,Ptilopsis,granti,,Owl,Southern White-faced,,,,,
1144,469,365,avibase-70CB00EC,398,Strigiformes,Strigidae,Glaucidium,perlatum,Owls,Owlet,Pearl-spotted,,,,,
1143,467,366,avibase-77FEB897,399,Strigiformes,Strigidae,Glaucidium,capense,Owls,Owlet,African Barred,,,,,
341,461,367,avibase-3CD0F535,400,Strigiformes,Strigidae,Bubo,capensis,Owls,Eagle-Owl,Cape,,,,,
338,459,368,avibase-DC8CC91D,401,Strigiformes,Strigidae,Bubo,africanus,Owls,Eagle-Owl,Spotted,,,,,
343,463,369,avibase-EBD3129B,402,Strigiformes,Strigidae,Bubo,lacteus,Owls,Eagle-Owl,Verreaux's,,,,,
2207,489,370,avibase-034B2A6A,403,Strigiformes,Strigidae,Scotopelia,peli,Owls,Owl,Pel's Fishing ,,,,,
461,504,371,avibase-80D4B0FE,404,Strigiformes,Caprimulgidae,Caprimulgus,europaeus,Nightjars,Nightjar,European,,,,,
475,516,372,avibase-05E2FB2A,406,Strigiformes,Caprimulgidae,Caprimulgus,rufigena,Nightjars,Nightjar,Rufous-cheeked,,,,,
471,512,373,avibase-7E3578A2,405,Strigiformes,Caprimulgidae,Caprimulgus,pectoralis,Nightjars,Nightjar,Fiery-necked,,,,,
479,518,374,avibase-E3C780D6,408,Strigiformes,Caprimulgidae,Caprimulgus,tristigma,Nightjars,Nightjar,Freckled,,,,,
468,510,375,avibase-52E6406E,407,Strigiformes,Caprimulgidae,Caprimulgus,natalensis,Nightjars,Nightjar,Swamp,,,,,
463,506,376,avibase-4FD242D0,409,Strigiformes,Caprimulgidae,Caprimulgus,fossii,Nightjars,Nightjar,Square-tailed,,,,,
480,520,377,avibase-A526534E,410,Strigiformes,Caprimulgidae,Caprimulgus,vexillarius,,Nightjar,Pennant-winged,,,,,
207,398,378,avibase-4E6EF3F9,411,Apodiformes,Apodidae,Apus,apus,Swifts,Swift,Common,,,,,
216,407,379,avibase-332BC664,414,Apodiformes,Apodidae,Apus,pallidus,Swifts,Swift,Pallid,,,,,
209,400,380,avibase-5086F50B,412,Apodiformes,Apodidae,Apus,barbatus,Swifts,Swift,African Black,,,,,
212,403,381,avibase-11507BB3,413,Apodiformes,Apodidae,Apus,bradfieldi,Swifts,Swift,Bradfield's,,,,,
2335,417,382,avibase-91429F78,419,Apodiformes,Apodidae,Tachymarptis,aequatorialis,Swifts,Swift,Mottled,,,,,
213,404,383,avibase-FA9F6019,415,Apodiformes,Apodidae,Apus,caffer,Swifts,Swift,White-rumped,,,,,
214,405,384,avibase-FF79A533,416,Apodiformes,Apodidae,Apus,horus,Swifts,Swift,Horus,,,,,
205,396,385,avibase-D209A90C,417,Apodiformes,Apodidae,Apus,affinis,Swifts,Swift,Little,,,,,
2336,418,386,avibase-FA1CAD29,418,Apodiformes,Apodidae,Tachymarptis,melba,Swifts,Swift,Alpine,,,,,
883,411,387,avibase-DA106373,421,Apodiformes,Apodidae,Cypsiurus,parvus,Swifts,Swift,African Palm,,,,,
2359,420,388,avibase-8ACC245F,422,Apodiformes,Apodidae,Telacanthura,ussheri,Swifts,Spinetail,Mottled,,,,,
1606,412,389,avibase-0D52DFC7,423,Apodiformes,Apodidae,Neafrapus,boehmi,Swifts,Spinetail,Böhm's,,,,,
720,324,390,avibase-1FDDABDB,424,Coliiformes,Coliidae,Colius,striatus,Mousebirds,Mousebird,Speckled,,,,,
718,322,391,avibase-CFDC57C6,425,Coliiformes,Coliidae,Colius,colius,Mousebirds,Mousebird,White-backed,,,,,
2501,325,392,avibase-AB1A85BF,426,Coliiformes,Coliidae,Urocolius,indicus,Mousebirds,Mousebird,Red-faced,,,,,
200,264,393,avibase-7FED5700,427,Trogoniformes,Trogonidae,Apaloderma,narina,Trogons,Trogon,Narina,,,,,
523,300,394,avibase-8205077F,428,Coraciiformes,Cerylidae,Ceryle,rudis,Kingfishers,Kingfisher,Pied,,,,,
1465,301,395,avibase-F51C1C4A,429,Coraciiformes,Dacelonidae,Megaceryle,maxima,,Kingfisher,Giant,,,,,
72,286,396,avibase-F9F5CAB0,430,Coraciiformes,Alcedinidae,Alcedo,semitorquata,Kingfishers,Kingfisher,Half-collared,,,,,
769,283,397,avibase-7149F93D,431,Coraciiformes,Alcedinidae,Corythornis,cristatus,,Kingfisher,Malachite,,,,,
1271,289,398,avibase-C0998BB9,432,Coraciiformes,Alcedinidae,Ispidina,picta,Kingfishers,Pygmy Kingfisher,African,,,,,
1177,296,399,avibase-47E71671,433,Coraciiformes,Dacelonidae,Halcyon,senegalensis,Kingfishers,Kingfisher,Woodland,,,,,
1178,297,400,avibase-1F360691,434,Coraciiformes,Dacelonidae,Halcyon,senegaloides,Kingfishers,Kingfisher,Mangrove,,,,,
1175,294,401,avibase-178B6892,436,Coraciiformes,Dacelonidae,Halcyon,leucocephala,Kingfishers,Kingfisher,Grey-headed,,,,,
