ID,Sequence,SAFRING_No,avibase_id,ADU_No,Odr,Family,Genus,Species,Common_family,Common_group,Common_species,Split status,UO comment,BL comment,,
2728,0,10017,,10017,Passeriformes,Fringillidae,Nesospiza,acunhae/wilkinsi,,Bunting,Hybrid Nesospiza,,,,,
2730,0,10019,avibase-D17D101A,10019,Psittaciformes,Psittacidae,Melopsittacus,undulatus,,,Budgerigar,,"Retire, replaced by #1102",,,
61,999999,10020,avibase-27B2749A,10020,Anseriformes,Anatidae,Aix,sponsa,"Ducks, Geese and Swans",Duck,Wood,,,,,
83,0,10021,,10021,Passeriformes,Estrildidae,Amadina,erythrocephala x fasciata,,Finch,Hybrid Red-headed x Cut-throat,,,,,
2733,0,10022,avibase-CDDEA7EB,10022,,,Nesoenas ,picturata,,Dove,Seychelle's Turtle X Madagascar Turtle,,,,,
2734,0,10023,avibase-C8D08ECB,10023,Ciconiiformes,Procellariidae,Pachyptila,sp.,"Petrels, Shearwaters",Prion,Unidentified,,,,,
2735,0,10024,avibase-070E73F9,10024,,,Stercorarius,sp.,,Skua,Unidentified,,,,,
2736,0,10025,avibase-586F2343,,,,Oceanodroma,sp.,,Storm-petrel,Unidentified,,,,,
2737,0,10026,avibase-528F0652,,,,Phalacrocorax,sp.,,Cormorant,Unidentified,,,,,
2738,0,10027,avibase-288753F2,10027,,,Diomedea,sp.,,Albatross,Unidentified,,,,,
2740,0,10028,avibase-3FD683D4,,,,Ardenna,sp.,,Shearwater,Unidentified,,,,,
2741,0,10029,,10029,,,Spheniscus,sp.,,Penguin,Unidentified,,,,,
2750,0,10030,,,,,Hybrid,Common House Martin/Barn Swallow,,Martin/Swallow,Hybrid Common House/Barn,,,,,
49,,10031,,,,,Agapornis,fischeri x personatus,,Lovebird,Fischer's x Yellow-collared ,,,,,
2751,0,10032,,,,,,,,,,,,,,
2752,,10033,,,,,,,,Lapwing,Hybrid Blacksmith/White-crowned,,,,,
2759,0,10034,,,Anseriformes,Anatidae,Anas,platyrhynchos x undulata,,Duck,Hyrbid Mallard/Yellow-billed,,,,,
2760,,10035,,,Coraciiformes,Meropidae,Merops,variegatus x orientalis,,Bee-eater,Hybrid Green/Blue-breasted,,,,,
2798,,10037,,,,Psittacidae,Agapornis ,roseicollis/nigrigenis,,Lovebird,Hybrid Rosy-faced x Black-cheeked,,,,,
2799,,10038,,,,Pycnonotidae,Pycnonotus ,capensis x nigricans,,Bulbul,Hybrid Cape and Red eyed,,,,,
2804,,10040,,10040,,Anatidae,Oxyura maccoa x Alopochen aegyptiacus ,Oxyura maccoa x Alopochen aegyptiacus,"Ducks, Swans, and Geese",Duck,Hybrid Maccoa Duck x Egyptian Goose,,,,,
2800,,10041,,,,Promeropidae,Promerops sp.,,,Sugarbird,Unidentified Promerops,,,,,
2805,,10042,avibase-47B16A4A,,,Psittaculidae,,,,"Parrots, Parrotlets and Lovebirds","Parrots, Parrotlets and Lovebirds (unidentified)",,,,,
2806,,10043,avibase-9C5ED06A,0,Galliformes,Phasianidae,Meleagris,gallopavo,Pheasants and allies,Turkey,Domestic,,,,,
2809,,10046,avibase-A23B8E7A,,Passeriformes,Zosteropidae,Zosterops,eurycricotus,White-eyes,White-eye,Broad-ringed,,Retire. Replace with #10959,Retired,,
2810,,10047,avibase-086290D2,,Passeriformes,Zosteropidae,Zosterops,mbuluensis,White-eyes,White-eye,Mbulu,,Retire. Replace with #10994,Retired,,
2812,,10049,avibase-28458566,,Passeriformes,Zosteropidae,Zosterops,stenocricotus,White-eyes,White-eye,Forest (split),,Retire and use #3218,,,
2813,,10050,avibase-13B373F3,,Anseriformes,Anatidae,Radjah,radjah,"Ducks, Geese and Swans",Shelduck,Radjah,,,,,
2814,,10051,avibase-1EC15745,,Anseriformes,Anatidae,Anser,cygnoides,"Ducks, Geese and Swans",Goose,Domesticated / Hybrid Chinese,,,Retired,,
2815,,10052,avibase-0AAA530E,0,Coraciiformes,Meropidae,Merops,viridissimus,Bee-eaters,Bee-eater,African Green,,Retire. Replace with #14862,,,
2816,,10053,avibase-90AAE188,,Anseriformes,Anatidae,Nettapus,coromandelianus,"Ducks, Geese and Swans",Goose,Cotton Pygmy,,,,,
2817,,10054,,,Coliiformes,Coliida,Colius,colius x striatus,Mousebirds,Mousebird,Hybrid White-backed and Speckled,,,,,
2818,,10055,,,,Ardeidae,Colius,colius x striatus,,Heron,Hybrid Grey Heron x Black-headed Heron,,,,,
2819,,10056,avibase-D6A69E06,0,Passeriformes,Sylviidae,Bradypterus,centralis,Sylviid Babblers,Warbler,Highland Rush,,Retire. Replace with #10781,,,
2820,,10057,avibase-9D29C252,,Galliformes,Numididae,Guttera,verreauxi,Guineafowl,Guineafowl,Western Crested,,,,,
2821,,10058,avibase-35D60F12,,Galliformes,Numididae,Guttera,pucherani,Guineafowl,Guineafowl,Eastern Crested,,,,,
2822,,10059,avibase-34703319,,Galliformes,Numididae,Guttera,edouardi,Guineafowl,Guineafowl,Southern Crested,,,,,
2823,,10060,avibase-521D2C7A,,Passeriformes,Acrocephalidae,,,Reed and Tree warblers,Warblers,(unidentified),,,,,
423,1048,10702,avibase-710BB4E6,10702,Ciconiiformes,Procellariidae,Calonectris,borealis,"Petrels, Shearwaters",Shearwater,Cory's,,,,,
426,,10703,avibase-CA4D268D,10703,,,Calonectris,diomedea,,Shearwater,Scopoli's,,,No changes until IOC agrees to lump,,
,,10707,,,Anseriformes,Anatidae,Anas,crecca,"Ducks, Swans, and Geese",Teal,Green-winged,Lumped,"new species to ABAP, # 1274 lumped with this",,,
2113,0,10726,avibase-6F4BBFE2,10726,,Procellariidae,Puffinus,elegans,,Shearwater,Subantarctic,,,,,
2091,,10731,avibase-DF92B7F9,10731,,,Pterodroma,gouldi,,Petrel,Grey-faced,,,,,
2801,0,10761,avibase-82E7EDC0,10039,,,Cinnyris ,gertrudis,,Sunbird,Western Miombo,,,,,
,,10781,,,Passeriformes,Locustellidae,Bradypterus,centralis,"Grasshopper Warblers, Grassbirds, and Allies",Warbler,Highland Rush,,Replaces #10056,"This species has been retired, now denoted with a [x] prefix. Not available for logging anymore.",,
2807,,10782,avibase-E172D2DD,0,Passeriformes,Muscicapidae,Myrmecocichla,collaris,"Chats, Old World Flycatchers",Chat,Ruaha,,,"This species has been retired, now denoted with a [x] prefix. Not available for logging anymore.",,
2587,213,10783,avibase-55E9B668,0,Passeriformes,Lybiidae,Trachyphonus,usambiro,African Barbets,Barbet,Usambiro,,,,,
2573,1892,10874,avibase-EAC8528E,10874,Passeriformes,Zosteropidae,Zosterops,senegalensis,White-eyes,White-eye,Northern Yellow,,,,,
169,0,10876,avibase-ECFF22D2,10876,,,Anthus,similis,,Pipit,Long-billed,,,,,
162,,10877,avibase-3A1FA0A7,10877,Passeriformes,Motacillidae,Anthus,nicholsoni,"Wagtails, Pipits",Pipit,Nicholson's,,,,,
1086,,10878,avibase-F80D69C2,0,Passeriformes,Zosteropidae,Zosterops,flavilateralis,White-eyes,White-eye,Pale,,"Retire. Replace with #10949, its another species, Kikau Foulehaio procerior in BL!!",,,
912,,10945,avibase-84249EE3,10945,Passeriformes,Dicruridae,Dicrurus,sharpei,Drongos,Drongo,Sharpe's,,,,,
,,10949,avibase-F80D69C2,0,Passeriformes,Zosteropidae,Zosterops,flavilateralis,White-eyes,White-eye,Pale,,Replaces #10878,,,
957,,10958,avibase-17E7F90B,10958,Passeriformes,Fringillidae,Emberiza,goslingi,,Bunting,Gosling's,,,,,
,,10959,avibase-A23B8E7A,,Passeriformes,Zosteropidae,Zosterops,eurycricotus,White-eyes,White-eye,Broad-ringed,,Replaces #10046,,,
,,10960,,,Passeriformes,Corvidae,Pica,mauritanica,"Crows, Jays, and Magpies",Magpie,Maghreb,,new species,,,
,,10966,,,Passeriformes,Muscicapidae,Oenanthe,hispanica,"Chats, Old World Flycatchers, and Allies",Wheatear,Western Black-eared,split,"hispanica split into hispanica and melanoleuca ""Replaces"" #2674",,,
450,,10987,avibase-D0A5FADB,10987,,,Campethera,taeniolaema,,Woodpecker,Fine-banded,,,,,
661,,10988,avibase-43B615B3,10988,Passeriformes,,Cisticola,bakerorum,,Cisticola,Kilombero,,,"retire, lumped with #517",,
907,,10989,avibase-7763FEC8,10989,Passeriformes,,Dicrurus,divaricatus,,Drongo,Glossy-backed,lumped,"retire, lumped with #517",,,
,,10992,,,Passeriformes,Nectariniidae,Anthrepthes,rectirostris,Spiderhunters and Sunbirds,Sunbird,Yellow-chinned,split,New species. split from Anthreptes tephrolaemus #3592,,,
,,10993,,,Passeriformes,Platysteiridae,Dyaphorophyia,hormophora,Wattle-eyes and Batises,Wattle-eye,West African,split,"New species, split from Dyaphorophyia (Platysteira) castanea",,,
,,10994,avibase-086290D2,,Passeriformes,Zosteropidae,Zosterops,mbuluensis,White-eyes,White-eye,Mbulu,,Replaces #10047,,,
,,10996,,,Passeriformes,Cisticolidae,Cisticola,anderseni,Cisticolas and Allies,Cisticola ,White-tailed,,Replaces #3162,,,
2808,,10997,avibase-33C35018,,Passeriformes,Zosteropidae,Zosterops,stuhlmanni,White-eyes,White-eye,Green,,,,,
1268,,11000,avibase-FDD62B5C,0,,,Iole,cacharensis,,Bulbul,Cachar,,,,,
,,11818,,,Passeriformes,Sylviidae,Scepomycter,winifredae,Cisticolas and Allies,Warbler,Winifred's,,,,,
2117,0,11491,avibase-ADC1F0C9,11491,Passeriformes,,Pycnonotus,barbatus,Bulbuls,Bulbul,Common,,,,,
2172,0,11763,avibase-88AB027C,0,Charadriiformes,Laridae,Rynchops,niger,,Skimmer,Black,,,,,
,,11803,,,Passeriformes,Muscicapidae,Saxicola,rubicola,"Chats, Old World Flycatchers, and Allies",Stonechat,European,,New species,,,
,,11951,,,Passeriformes,Muscicapidae,Sheppardia,aurantiithorax,"Chats, Old World Flycatchers, and Allies",Akalat,Rubeho,split,"New species, split from #2714",,,
,,12976,avibase-9813B521,13617,Passeriformes,Bernieridae,Xanthomixis,zosterops,Sylviid Babblers,Tetraka,Spectacled,,New number! Retire #3030 and #13617,,,
,,12977,avibase-2CF15271,13618,Passeriformes,Bernieridae,Xanthomixis,apperti,Sylviid Babblers,Tetraka,Appert's,,New number! Retire #3004 and #13618,,,
,,12978,avibase-6FD3006B,13619,Passeriformes,Bernieridae,Crossleyia,tenebrosa,Sylviid Babblers,Tetraka,Dusky,,New number! Retire #3026 and #13619,,,
,,12979,avibase-BABC6C7F,13620,Passeriformes,Bernieridae,Xanthomixis,cinereiceps,Sylviid Babblers,Tetraka,Grey-crowned,,New number! Retire #3008 and #13620,,,
2561,,13153,avibase-6483A467,13153,Passeriformes,Zosteropidae,Zosterops,kikuyuensis,White-eyes,White-eye,Kikuyu,,,,,
,,13156,,,Passeriformes,Zosteropidae,Zosterops,feae,"White-eyes, Yuhinas, and Allies",White-eye,Sao Tome,,New species,,,
2753,2308,13163,avibase-16E6A0F3,0,Passeriformes,Estrildidae,Estrilda,atricapilla,"Waxbills, Munias and allies",Waxbill,Black-headed,,Retire. Duplicate of #3740 which is used by BL,,,
2745,,13200,,13200,,,,,,Bunting,,,,,,
2746,,13201,,13201,,,,,,Bunting,,,,,,
2747,,13202,,13202,,,,,,Bunting,,,,,,
1010,,13203,avibase-8722DFC2,13203,,,Eudyptes,moseleyi,,Rockhopper Penguin,Northern,,,,,
2748,,13204,avibase-4023CC81,13204,,,Eudyptes,chrysocome,,Penguin,Southern Rockhopper,,,,,
2754,,13610,avibase-C7C1A6EB,13610,Passeriformes,Fringillidae,Emberiza,sahari,,Bunting,House,,Retire. Replaced by #6713,,,
2761,,13611,,13611,Passeriformes,Hirundinidae,Hirundo,,"Swallows, Martins",Swallow,,,,,,
2762,,13612,avibase-B1C204EC,13612,Galliformes,Phasianidae,Francolinus,pondicerianus,Pheasants and allies,Francolin,Grey,,,,,
2763,,13613,avibase-6D4F72B1,13613,Passeriformes,Estrildidae,Lonchura,punctulata,,Silverbill,Scaly-breasted,,,,,
2764,,13614,avibase-25BD316A,13614,Passeriformes,Zosteropidae,Zosterops,mauritianus,White-eyes,White-eye,Mauritius Grey,,,,,
2765,,13616,avibase-51FA9111,13616,Passeriformes,Bernieridae,Bernieria,madagascariensis,Sylviid Babblers,Oxylabes,White-throated,,"Retire. White-throated Oxylabes, Oxylabes madagascariensis. Has #3354. #13616 should be Long-billed Berniera and retire",BL use #12976,,
2766,,13617,avibase-9813B521,13617,Passeriformes,Bernieridae,Xanthomixis,zosterops,Sylviid Babblers,Tetraka,Spectacled,,Retire this and #3030. Use #12976 as BL do,Bl use #12977,,
2767,,13618,avibase-2CF15271,13618,Passeriformes,Bernieridae,Xanthomixis,apperti,Sylviid Babblers,Tetraka,White-throated,,wrong name. Retire this and #3004 use #12977 as BL do,Bl use #12978,,
2768,,13619,avibase-6FD3006B,13619,Passeriformes,Bernieridae,Xanthomixis,tenebrosa,Sylviid Babblers,Tetraka,Dusky,,"wrong name, new Genus. Retire this and #3026, use #12978",Bl use #12979,,
2769,,13620,avibase-BABC6C7F,13620,Passeriformes,Bernieridae,Xanthomixis,cinereiceps,Sylviid Babblers,Tetraka,Grey-crowned,,"wrong name,  Retire this and #3008 use #12979","Retired! Unsure which way we shall go here since each database has retired one number, but not the same",,
2771,,13622,avibase-FC523946,13622,Passeriformes,Pycnonotidae,Arizelocichla,nigriceps,,Greenbul,Northern Mountain,,"Retire. Replaced with #2942, re-inserted to ABAP, new name Black-headed Mountain Greenbul",,,
2772,,13623,avibase-8EDD570A,13623,Passeriformes,Pycnonotidae,Arizelocichla,fusciceps,,Greenbul,Black-crowned Mountain,,"Retire this and also Arizelocichla fusciceps at #3042, BL has it as #4866 create new number",,,
2773,,13624,avibase-B8802336,13624,Psittaciformes,Psittrichasiidae,Coracopsis,nigra,African & New World Parrots,Parrot,Lesser Vasa,,"Retire, use #1646 used by BL",,,
2774,,13625,avibase-EB97C0F2,13625,Psittaciformes,Psittrichasiidae,Coracopsis,barklyi,African & New World Parrots,Parrot,Seychelles Black,,,,,
2786,0,13626,avibase-09D88471,0,Passeriformes,Alaudidae,Alaudala,somalica megaensis,Larks,Lark,Somali Short-toed,,,,,
2787,0,13627,avibase-C8EF4F36,0,Columbiformes,Columbidae,Spilopelia,chinensis,"Pigeons, Doves",Dove,Spotted,,,,,
2788,0,13628,,0,Coraciiformes,Bucerotidae,,,Hornbills,Hornbill,,,,,,
2789,,13629,avibase-3DE98CA4,,Passeriformes,Cisticolidae,Prinia,hypoxantha x maculosa,Cisticolas and allies,Prinia,Hybrid Drakensberg/Karoo,,,,,
2790,0,13630,avibase-DF7C8FC5,0,Passeriformes,Malaconotidae,Batis,erlangeri,"Wattle-eyes, Batises",Batis,Western Black-headed,,"Retire, already in as #2310",,,
2791,,13631,avibase-0EC8C471,0,Passeriformes,Dicruridae,Dicrurus,aldabranus,Drongos,Drongo,Aldabra,,"Retire, already in as #1071",,,
2556,1892,13633,avibase-ABDC4E76,13633,Passeriformes,Zosteropidae,Zosterops,anderssoni,White-eyes,White-eye,Southern Yellow,,,,,
2793,,13635,avibase-1044B438,,Galliformes,Numididae,Numida,meleagris,Guineafowl,Guineafowl,Domestic,,,,,
2758,0,14000,avibase-7DCA1C1E,14000,Passerines,,Bocagia,minuta,Bushshrikes,Tchagra,Marsh,,"Retire, use #716",,,
2610,898,14189,avibase-C1C255AA,889,Falconiformes,Accipitridae,Milvus,migrans,"Kites, Hawks and Eagles",Kite,Black,,Retire duplicate of #128. But how shall we do with #128 Black Kite and #129 Yellow-billed Kite??,,,
2755,,14191,avibase-861DA135,14191,Passeriformes,Leiothrichidae,Argya,rubiginosa,,Chatterer,Rufous ,,"Retire, use #3456",,,
1318,1241,14193,avibase-EBC3B53B,14193,Passeriformes,,Laniarius,aethiopicus,Bushshrikes,Boubou,Ethiopian,,,,,
2775,,14201,avibase-A8433A58,14201,Ciconiiformes,Procellariidae,Pachyptila,macgillivrayi,"Petrels, Shearwaters",Prion,MacGillivary's,,,,,
2776,,14202,avibase-2FA39DCD,14202,Galliformes,Phasianidae,Phasianus,colchicus,Pheasants and allies,Pheasant,Common ,,,,,
2777,,14203,avibase-FD2456D5,14203,Casuariiformes,Phasianidae,Dromaius,novaehollandiae,Cassowary and Emu,Emu,,,,,,
2778,,14204,avibase-AD455318,0,Strigiformes,Caprimulgidae,Caprimulgus,sp.,Nightjars,Nightjar,Unidentified,,,,,
2779,,14205,avibase-03A3B616,14205,Anseriformes,Anatidae,Netta,peposaca,"Ducks, Geese and Swans",Pochard,Rosy-billed,,,,,
2780,,14206,avibase-082F3A63,14206,Charadriiformes,Scolopacidae,Numenius,phaeopus,"Sandpipers, Snipes",Whimbrel,Steppe,,,,,
2781,,14207,avibase-32413666,14207,Galliformes,Phasianidae,Perdicula,asiatica,Pheasants and allies,Quail,Jungle Bush,,,,,
2782,,14208,,,Falconiformes,Accipitridae,,,"Kites, Hawks and Eagles",Raptor,Unidentified,,,,,
2783,,14209,,,Passeriformes,Sturnidae,,,"Starlings, Rhabdornis",Starling,(unidentified),,,,,
2010,,14210,,,Passeriformes,Cisticolidae,Prinia,maculosa x flavicans,Cisticolas and allies,Prinia,Karoo x Black-chested ,,,,,
2784,1115,14211,,0,Ciconiiformes,Diomedeidae,Thalassarche,,Albatrosses,Albatross,Yellow-nosed Albatross (unidentified),,,,,
2785,0,14225,avibase-BA7B32E6,,Cuculiformes,Cuculidae,,,Cuckoos,Cuckoo,Unidentified,,,,,
1245,,14226,avibase-A7275096,0,Passeriformes,Acrocephalidae,Iduna,opaca,Warbler,Olivaceous Warbler,Western,,,,,
2792,,14227,avibase-FCFBB7D9,,Ciconiiformes,Procellariidae,Pseudobulweria,rostrata,"Petrels, Shearwaters",Petrel,Tahiti,,,,,
2794,,14228,,0,Charadriiformes,Glareolidae,,,"Coursers, Pratincoles",Pratincoles,,,,,,
1659,,14229,avibase-4D844D5E,14229,,,Numenius,hudsonicus,,Whimbrel,Hudsonian,,,,,
1247,,14230,avibase-7D7541EB,14230,,,Iduna,pallida elaeica,,Olivaceous Warbler (ssp),Eastern,,,,,
1248,,14231,avibase-D34262ED,14231,,,Iduna,pallida pallida,,Olivaceous Warbler (ssp),Eastern,,,,,
1249,,14232,avibase-DEF62556,14232,,,Iduna,pallida reiseri,,Olivaceous Warbler (ssp),Eastern,,,,,
,,14233,,,Passeriformes,Malaconotidae,Laniarius, holomelas,Bushshrikes and Allies,Boubou,Albertine Sooty,,New species,,,
2384,,14234,avibase-CF8461BF,14234,Charadriiformes,,Thalasseus,albididorsalis,,Tern,West African Crested,,,,,
2321,,14235,avibase-3FC15B06,14235,Passeriformes,Sylviidae,Curruca,subalpina,Sylviid Babblers,Warbler,Moltoni's,,,,,
2305,,14236,avibase-5F33823D,14236,Passeriformes,Sylviidae,Curruca,cantillans inornata/iberiae,Sylviid Babblers,Warbler (ssp),Subalpine,,,,,
2118,,14237,avibase-8ABE28C8,14237,Passeriformes,Pycnonotidae,Pycnonotus,barbatus inornatus,,Bulbul (ssp),Common,,,,,
284,,14238,avibase-F50F4ACE,14238,Columbiformes,Columbidae,Basileuterus,delattrii,"Pigeons, Doves",Warbler,Chestnut-capped,,,,,
2796,,14239,avibase-C532D642,14239,Passeriformes,Estrildidae,Taeniopygia,guttata,,Finch,Zebra,,,,,
2802,,14240,avibase-2A07367C,,Psittaciformes,Psittrichasiidae,Forpus,coelestis,African & New World Parrots,Parrotlet,Pacific,,,,,
2803,,14241,,,,Anatidae,Anas,erythroryncha x capensis,,Teal,Hybrid Cape and Red eyed teal,,,,,
32,19120,14242,avibase-3F0EE474,14242,Passeriformes,Sylviidae,Acrocephalus,scirpaceus,Sylviid Babblers,Warbler,Common Reed,,,,,
,,14329,,,Passeriformes,Pellorneidae,Illadopsis,distans,Ground Babblers and Allies,Illadopsis,Tanzanian,,New species,,,
,,14342,,,Charadriiformes,Charadriidae,Anarhynchus,atrifrons,Plovers and Lapwings,Sand Plover,Tibetan,split,"New species from #234  Anarhynchus mongolus, new genus",,,
2890,0,14369,,0,Passeriformes,Ploceidae,Euplectes,laticauda,"Weavers, Widowbirds",Widowbird,Red-cowled,,,,,
,,14756,,,Passeriformes,Muscicapidae,Oenanthe,seebohmi,"Chats, Old World Flycatchers, and Allies",Wheatear,Atlas,,New species,,,
,,14760,,,Passeriformes,Fringillidae,Fringilla,spodiogenys,"Finches, Euphonias, and Allies",Chaffinch,African,,New species,,,
,,14761,,,Passeriformes,Sylviidae,Curruca,iberiae,Sylviid Warblers and Allies,Warbler,Western Subalpine,,New species,,,
,,14762,,,Passeriformes,Alaudidae,Alaudala,rufescens,Larks,Lark,Mediterranean Short-toed,,"New common name, two Alaudala rufescens #3488 and #14762, with different common names, retire #3488 ??",,,
,,14774,,,Passeriformes,Hirundinidae,Ptyonoprogne,rufigula,"Swallows, Martins",Martin,Red-throated Rock,split,"New species, split from #506",,,
,,14775,,,Piciformes,Lybiidae,Pogoniulus,uropygialis,African Barbets,Tinkerbird,Northern Red-fronted,split,New species from #436,,,
2901,,14776,,5708,Passeriformes,Pycnonotidae,Atimastillas,flavigula,Greenbul,Greenbul,Pale-throated,,Split from #5708,,,
,,14782,,,Passeriformes,Alaudidae,Corypha,kidepoensis,Larks,Lark,Kidepo,,New species,,,
,,14783,,,Passeriformes,Alaudidae,Corypha,kurrae,Larks,Lark,Higland,,New species,,,
,,14784,,,Passeriformes,Alaudidae,Corypha,athi,Larks,Lark,Sentinel,,New species,,,
,,14785,,,Passeriformes,Alaudidae,Corypha,kabalii,Larks,Lark,Plains,,New species,,,
,,14786,,,Passeriformes,Alaudidae,Corypha,nigriscnes,Larks,Lark,Plateau,,New species,,,
,,14787,,,Passeriformes,Pycnonotidae,Pycnonotidae,viridiceps,Greenbul,Greenbul,Angola,,New species,,,
2899,14788,14788,,0,Ciconiiformes,Ardeidae,Egretta,plumifera,"Herons, Bitterns",Egret,Plumed,,,,,
,,14789,,,Passeriformes,Ploceidae,Ploceus,brachypterus,Weavers and Allies,Weaver,Olive-naped,split,New species split from #1187,,,
2898,14798,14798,,0,Ciconiiformes,Ardeidae,Egretta,intermedia,"Herons, Bitterns",Egret,Medium,,,,,
2824,14799,14799,avibase-C3ABF863,0,Ciconiiformes,Ardeidae,Ardea,brachyrhyncha,"Herons, Bitterns",Egret,Yellow-billed,,Changed Genus to Ardea,,,
2900,,14816,,0,Gruiformes,Otididae,Otus,bikegila,Owls,Owl,Principe Scops,,Moved Scops from Common_group,,,
2895,,14836,,0,Ciconiiformes,Ciconiidae,Ciconia,microscelis,Storks,Stork,Africa Woolly-necked,,,,,
2896,,14837,,0,Ciconiiformes,Ciconiidae,Ciconia,episcopus,Storks,Stork,Asian Woolly-necked,,,,,
,,14853,,,Passeriformes,Hirundinidae,Cecropis,daurica,"Swallows, Martins",Swallow,Eastern Red-rumped Swallow,split,from #962 Red-rumped Swallow,,,
,,14873,,,Passeriformes,Cisticolidae,Camaroptera,brachyura,Cisticolas and Allies,Camaroptera,Bleating,,"Bleating Camaroptera replaces #627 #628, BUT I THINK WE SHOULD RETAIN THEM FOR NOW!",,,
,,14862,,,Coraciiformes,Meropidae,Merops,viridissimus,Bee-eaters,Bee-eater,African Green,split,Replaces #10052,,,
,,14864,,,Passeriformes,Zosteropidae,Zosterops,kasaicus,"White-eyes, Yuhinas, and Allies",White-eye,Angola,split,"New specis, split from senegalensis",,,
,,14869,,,Coraciiformes,Meropidae,Merops,lafresnayii,Bee-eaters,Bee-eater,Ethiopian,split ,New species split from #1584 Blue-breasted Bee-eater,,,
,,14916,avibase-ECEE0622,,Sphenisciformes,Spheniscidae,Eudyptes,chrysocome,Rockhopper ,Penguin,Western Rockhopper,,"New species split from #3 , Southern Rockhopper Penguin",,,
,,14917,avibase-D5A715E4,,Sphenisciformes,Spheniscidae,Eudyptes,filholi,Rockhopper ,Penguin,Eastern Rockhopper,,New species split from #3 ,,Lovebird,Hybrid
,,14918,,,Passeriformes,Alaudidae,Corypha,sharpii,Larks,Lark,Russet,split,Replace #3524,,,
,,14919,,,Passeriformes,Zosteropidae,Zosterops,kaffaensis,"White-eyes, Yuhinas, and Allies",White-eye,Kafa,split,New species split from #3214,,,
,,14920,,,Psittaciformes,Psittaculidae,Coracopsis,sibilans,African & New World Parrots,Parrot,Comoro Black Parrot,split,"New species, split from Lesse Vasa Parrot",,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
50,,20004,,20004,Charadriiformes,Charadriidae,Vanellus,hybrid,Plovers,Lapwing,Hybrid Blacksmith x White-crowed,,,,,
2891,0,20005,,20005,,,,armatus x albiceps,,,,,,,,
